RIGHT_Palm_x,RIGHT_Palm_y,RIGHT_Palm_z,LEFT_Palm_x,LEFT_Palm_y,LEFT_Palm_z,RIGHT_ThumbTip_x,RIGHT_ThumbTip_y,RIGHT_ThumbTip_z,LEFT_ThumbTip_x,LEFT_ThumbTip_y,LEFT_ThumbTip_z,RIGHT_IndexTip_x,RIGHT_IndexTip_y,RIGHT_IndexTip_z,LEFT_IndexTip_x,LEFT_IndexTip_y,LEFT_IndexTip_z,RIGHT_MiddleTip_x,RIGHT_MiddleTip_y,RIGHT_MiddleTip_z,LEFT_MiddleTip_x,LEFT_MiddleTip_y,LEFT_MiddleTip_z,RIGHT_RingTip_x,RIGHT_RingTip_y,RIGHT_RingTip_z,LEFT_RingTip_x,LEFT_RingTip_y,LEFT_RingTip_z,RIGHT_PinkyTip_x,RIGHT_PinkyTip_y,RIGHT_PinkyTip_z,LEFT_PinkyTip_x,LEFT_PinkyTip_y,LEFT_PinkyTip_z,RIGHT_ThumbDistalJoint_x,RIGHT_ThumbDistalJoint_y,RIGHT_ThumbDistalJoint_z,LEFT_ThumbDistalJoint_x,LEFT_ThumbDistalJoint_y,LEFT_ThumbDistalJoint_z,RIGHT_IndexDistalJoint_x,RIGHT_IndexDistalJoint_y,RIGHT_IndexDistalJoint_z,LEFT_IndexDistalJoint_x,LEFT_IndexDistalJoint_y,LEFT_IndexDistalJoint_z,RIGHT_MiddleDistalJoint_x,RIGHT_MiddleDistalJoint_y,RIGHT_MiddleDistalJoint_z,LEFT_MiddleDistalJoint_x,LEFT_MiddleDistalJoint_y,LEFT_MiddleDistalJoint_z,RIGHT_RingDistalJoint_x,RIGHT_RingDistalJoint_y,RIGHT_RingDistalJoint_z,LEFT_RingDistalJoint_x,LEFT_RingDistalJoint_y,LEFT_RingDistalJoint_z,RIGHT_PinkyDistalJoint_x,RIGHT_PinkyDistalJoint_y,RIGHT_PinkyDistalJoint_z,LEFT_PinkyDistalJoint_x,LEFT_PinkyDistalJoint_y,LEFT_PinkyDistalJoint_z,RIGHT_ThumbProximalJoint_x,RIGHT_ThumbProximalJoint_y,RIGHT_ThumbProximalJoint_z,LEFT_ThumbProximalJoint_x,LEFT_ThumbProximalJoint_y,LEFT_ThumbProximalJoint_z,RIGHT_IndexKnuckle_x,RIGHT_IndexKnuckle_y,RIGHT_IndexKnuckle_z,LEFT_IndexKnuckle_x,LEFT_IndexKnuckle_y,LEFT_IndexKnuckle_z,RIGHT_MiddleKnuckle_x,RIGHT_MiddleKnuckle_y,RIGHT_MiddleKnuckle_z,LEFT_MiddleKnuckle_x,LEFT_MiddleKnuckle_y,LEFT_MiddleKnuckle_z,RIGHT_RingKnuckle_x,RIGHT_RingKnuckle_y,RIGHT_RingKnuckle_z,LEFT_RingKnuckle_x,LEFT_RingKnuckle_y,LEFT_RingKnuckle_z,RIGHT_PinkyKnuckle_x,RIGHT_PinkyKnuckle_y,RIGHT_PinkyKnuckle_z,LEFT_PinkyKnuckle_x,LEFT_PinkyKnuckle_y,LEFT_PinkyKnuckle_z,RIGHT_IndexMiddleJoint_x,RIGHT_IndexMiddleJoint_y,RIGHT_IndexMiddleJoint_z,LEFT_IndexMiddleJoint_x,LEFT_IndexMiddleJoint_y,LEFT_IndexMiddleJoint_z,RIGHT_MiddleMiddleJoint_x,RIGHT_MiddleMiddleJoint_y,RIGHT_MiddleMiddleJoint_z,LEFT_MiddleMiddleJoint_x,LEFT_MiddleMiddleJoint_y,LEFT_MiddleMiddleJoint_z,RIGHT_RingMiddleJoint_x,RIGHT_RingMiddleJoint_y,RIGHT_RingMiddleJoint_z,LEFT_RingMiddleJoint_x,LEFT_RingMiddleJoint_y,LEFT_RingMiddleJoint_z,RIGHT_PinkyMiddleJoint_x,RIGHT_PinkyMiddleJoint_y,RIGHT_PinkyMiddleJoint_z,LEFT_PinkyMiddleJoint_x,LEFT_PinkyMiddleJoint_y,LEFT_PinkyMiddleJoint_z,RIGHT_ThumbMetacarpalJoint_x,RIGHT_ThumbMetacarpalJoint_y,RIGHT_ThumbMetacarpalJoint_z,LEFT_ThumbMetacarpalJoint_x,LEFT_ThumbMetacarpalJoint_y,LEFT_ThumbMetacarpalJoint_z,RIGHT_IndexMetacarpal_x,RIGHT_IndexMetacarpal_y,RIGHT_IndexMetacarpal_z,LEFT_IndexMetacarpal_x,LEFT_IndexMetacarpal_y,LEFT_IndexMetacarpal_z,RIGHT_MiddleMetacarpal_x,RIGHT_MiddleMetacarpal_y,RIGHT_MiddleMetacarpal_z,LEFT_MiddleMetacarpal_x,LEFT_MiddleMetacarpal_y,LEFT_MiddleMetacarpal_z,RIGHT_RingMetacarpal_x,RIGHT_RingMetacarpal_y,RIGHT_RingMetacarpal_z,LEFT_RingMetacarpal_x,LEFT_RingMetacarpal_y,LEFT_RingMetacarpal_z,RIGHT_PinkyMetacarpal_x,RIGHT_PinkyMetacarpal_y,RIGHT_PinkyMetacarpal_z,LEFT_PinkyMetacarpal_x,LEFT_PinkyMetacarpal_y,LEFT_PinkyMetacarpal_z,RIGHT_Wrist_x,RIGHT_Wrist_y,RIGHT_Wrist_z,LEFT_Wrist_x,LEFT_Wrist_y,LEFT_Wrist_z,TARGET
0.2851349,-0.3172118,0.4760575,-0.2702573,-0.4068124,0.4675407,0.2459038,-0.2898645,0.5321494,-0.2482073,-0.334876,0.4984459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2733512,-0.3715441,0.4905701,0.3058156,-0.2907928,0.5038272,-0.2802406,-0.3921961,0.4975895,0.3073094,-0.3107196,0.5043336,-0.277379,-0.4115766,0.504174,0.3057855,-0.3310786,0.5067514,-0.2696839,-0.4305744,0.5058534,0.2786804,-0.2765474,0.5347291,-0.2853418,-0.3609265,0.526332,0.2803908,-0.2990749,0.5357644,-0.2932267,-0.3848944,0.5376177,0.2798094,-0.318976,0.5288526,-0.2833203,-0.4063202,0.5395535,0.2835988,-0.3348866,0.5181841,-0.2678862,-0.4265583,0.5307768,0.2713244,-0.3021601,0.4544129,-0.2444484,-0.3991801,0.4418152,0.279038,-0.3092002,0.4564164,-0.2492235,-0.4085931,0.4456821,0.283076,-0.3158091,0.4571063,-0.2510019,-0.4165434,0.4474715,0.2882766,-0.3247206,0.4586312,-0.2531677,-0.4269512,0.4505285,0.2899365,-0.3336246,0.4597737,-0.2519135,-0.4356368,0.4530381,0.2805122,-0.3211695,0.4389701,-0.2491484,-0.42422,0.430783,No_action
0.2808477,-0.3212371,0.4723408,-0.2747279,-0.3993999,0.4686012,0.2412674,-0.2919916,0.5277748,0.0,0.0,0.0,0.2536954,-0.2986447,0.5014701,-0.2517562,-0.3599261,0.5334587,0.2579073,-0.3096219,0.4907426,-0.2536528,-0.378054,0.5389785,0.2620839,-0.3208667,0.4844984,-0.2481943,-0.3991485,0.5227675,0.2672724,-0.332007,0.482007,-0.2450695,-0.413128,0.5142208,0.2439657,-0.2821934,0.5164291,-0.2490731,-0.3428296,0.4816388,0.254194,-0.2982374,0.5182034,-0.2675204,-0.3555253,0.5350108,0.2537962,-0.3135097,0.5070655,-0.2694679,-0.3766541,0.545816,0.258111,-0.3264949,0.501998,-0.2622876,-0.3988354,0.5355821,0.2629707,-0.340022,0.4939679,-0.2540975,-0.4186568,0.5250859,0.2451425,-0.282864,0.4827233,-0.2471557,-0.3574222,0.4533547,0.2857505,-0.2818238,0.4998897,-0.2757015,-0.3671305,0.4839723,0.2950559,-0.3011978,0.4983861,-0.2829669,-0.387222,0.4917421,0.2954915,-0.3211735,0.4976809,-0.2806946,-0.4065798,0.4985728,0.2929691,-0.3415857,0.4988458,-0.2739494,-0.4260274,0.5002738,0.2705302,-0.2873188,0.5313491,-0.2853231,-0.3542293,0.5192291,0.2701903,-0.3104124,0.5304163,-0.2928067,-0.3770405,0.531868,0.2683822,-0.329794,0.5223338,-0.2849106,-0.3996119,0.5330888,0.2711528,-0.3452435,0.5105729,-0.2718777,-0.4215436,0.5237236,0.2588699,-0.3076039,0.4491643,-0.2503909,-0.3967121,0.4344344,0.2662252,-0.3151947,0.4506332,-0.2553344,-0.4058732,0.4386809,0.2699395,-0.3220616,0.4508383,-0.2573296,-0.4137135,0.4406905,0.2747116,-0.3313454,0.4517106,-0.2597426,-0.4239776,0.444031,0.275915,-0.3403795,0.4522772,-0.2587048,-0.4326676,0.4466275,0.2667028,-0.3262933,0.4324387,-0.256611,-0.4217795,0.4240488,No_action
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2537062,-0.3273752,0.5001376,0.250818,-0.3014216,0.4988272,-0.2549561,-0.3532381,0.5231153,0.2550139,-0.31284,0.4886935,-0.2595933,-0.3692525,0.5347,0.2587049,-0.3246772,0.4828919,-0.2528844,-0.390161,0.5223306,0.2633777,-0.3360558,0.48005,-0.2475051,-0.4046669,0.5172161,0.2396406,-0.2845008,0.5119396,-0.2548209,-0.3350327,0.4832522,0.2511748,-0.3012163,0.5156884,-0.2690896,-0.3481421,0.5308916,0.2502882,-0.3168654,0.5048899,-0.2736679,-0.3680026,0.5449375,0.2543496,-0.3301841,0.5004501,-0.266193,-0.3900394,0.5360324,0.2591291,-0.3438788,0.4922159,-0.2575161,-0.4103302,0.5269108,0.2412025,-0.285836,0.4783337,-0.2533055,-0.3495265,0.454713,0.2819875,-0.2857778,0.4959819,-0.2813635,-0.3599151,0.4850669,0.2910567,-0.3052901,0.4946794,-0.2878007,-0.3801779,0.49302,0.2912781,-0.3253012,0.4942879,-0.2846622,-0.3993748,0.499829,0.2886531,-0.3456442,0.4955088,-0.2771943,-0.4186701,0.5014465,0.2679846,-0.2904086,0.5280775,-0.2892793,-0.3463024,0.5192938,0.2672884,-0.3136442,0.5276588,-0.2977487,-0.3693036,0.5328062,0.265456,-0.3331105,0.5203431,-0.2887954,-0.3916805,0.5342335,0.2679667,-0.3487956,0.5085056,-0.2753544,-0.4138389,0.5248812,0.2546414,-0.3112625,0.4452314,-0.2558276,-0.388667,0.4351455,0.2618864,-0.3189745,0.4467567,-0.2603513,-0.3979803,0.4394516,0.2655189,-0.3258957,0.4469849,-0.2619985,-0.4058525,0.4414942,0.2701778,-0.3352615,0.4478888,-0.2639437,-0.416158,0.4448797,0.2712573,-0.3443156,0.4484704,-0.2625191,-0.4247997,0.4474562,0.2622033,-0.3303385,0.4285136,-0.2612627,-0.4138627,0.4248844,No_action
0.2569691,-0.3146275,0.4752247,-0.2911193,-0.3851826,0.4699784,0.2181652,-0.2830333,0.5289261,-0.2672895,-0.3107973,0.5000649,0.2274486,-0.29281,0.5005133,-0.2695729,-0.3367907,0.5318594,0.2313861,-0.3049093,0.4906587,-0.2816958,-0.3517363,0.5558783,0.2351435,-0.3169705,0.4851944,-0.31318,-0.3703075,0.5758608,0.2392705,-0.3286012,0.4828565,-0.2875411,-0.4041444,0.5569667,0.2165574,-0.2755313,0.5131608,-0.2691885,-0.3196849,0.483748,0.2273368,-0.2920501,0.5174127,-0.285076,-0.3324087,0.5349521,0.2262166,-0.3080951,0.5069081,-0.2988439,-0.3518598,0.5557728,0.2299353,-0.3216425,0.5027848,-0.2916495,-0.378462,0.5402838,0.2339014,-0.3413945,0.4904528,-0.279054,-0.4000367,0.5293837,0.2173659,-0.2832674,0.4758424,-0.2748681,-0.3398176,0.4546187,0.2583201,-0.2839015,0.4931523,-0.3027773,-0.3497474,0.4856707,0.2668592,-0.3036675,0.492142,-0.309301,-0.3698967,0.4939708,0.266538,-0.3236798,0.4920985,-0.3067133,-0.3890016,0.501081,0.2633644,-0.343917,0.4937247,-0.2986768,-0.408441,0.5024434,0.2442038,-0.28762,0.525337,-0.3099839,-0.3348525,0.5194833,0.2430457,-0.3107598,0.5254002,-0.3192125,-0.358215,0.5337377,0.2406001,-0.3303348,0.518383,-0.3137496,-0.3803776,0.5351008,0.2425792,-0.346265,0.5068328,-0.2968137,-0.4034406,0.5261453,0.2299046,-0.3095981,0.4431015,-0.2782406,-0.3790683,0.4354643,0.2369542,-0.3174653,0.4447194,-0.2827227,-0.3882971,0.4399527,0.240401,-0.3244743,0.445052,-0.2843674,-0.3961307,0.4420977,0.2448148,-0.333939,0.4460981,-0.2862962,-0.4063849,0.4456125,0.2456586,-0.3430054,0.4468429,-0.2848625,-0.4150144,0.4482258,0.236824,-0.3291355,0.4267171,-0.2839608,-0.4042528,0.4255692,No_action
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3214906,-0.3731059,0.5598308,0.2343677,-0.3357393,0.4951998,-0.2965892,-0.4069989,0.5461698,0.2182702,-0.2780125,0.479575,-0.2692506,-0.3350176,0.4557263,0.2589693,-0.278295,0.4974509,-0.2967355,-0.3457837,0.4872553,0.2674762,-0.2980889,0.4969563,-0.3037381,-0.3661119,0.495332,0.2671069,-0.3180904,0.4972821,-0.3027812,-0.3856018,0.5022179,0.2638297,-0.3382647,0.4993379,-0.2947936,-0.4059801,0.5020947,0.2442734,-0.2812096,0.5294821,-0.3046936,-0.3314471,0.5214248,0.2428574,-0.3043234,0.5298547,-0.316682,-0.3549447,0.5358551,0.2404153,-0.3240214,0.5230727,-0.3223872,-0.3770712,0.536998,0.2425231,-0.3401859,0.5119749,-0.3022666,-0.4059021,0.5283447,0.2312393,-0.3050362,0.447575,-0.2728945,-0.3739881,0.4359764,0.2382522,-0.3128743,0.4494624,-0.2773453,-0.3833061,0.4403337,0.2416817,-0.3198783,0.4499957,-0.2790031,-0.3911871,0.4423343,0.2460639,-0.3293226,0.4513096,-0.2809311,-0.4015285,0.4456421,0.2468822,-0.3383716,0.4522623,-0.2795016,-0.410228,0.4480239,0.2383619,-0.3249215,0.43172,-0.2788008,-0.3990811,0.4253753,No_action
0.2440109,-0.3010445,0.4883696,-0.2946207,-0.3714797,0.4713338,0.2035678,-0.2700673,0.5406846,-0.2691331,-0.2963624,0.4993199,0.2127345,-0.2801397,0.5124868,-0.2756682,-0.3189482,0.5519788,0.216299,-0.2923404,0.5024486,-0.3034596,-0.3388373,0.5786201,0.2210401,-0.3038761,0.4970731,-0.3464743,-0.3605026,0.5743902,0.2256676,-0.3153294,0.4950835,-0.2955009,-0.39411,0.5625727,0.2019947,-0.2626077,0.5249088,-0.2711208,-0.3060938,0.4834642,0.2127079,-0.2788638,0.5292569,-0.2871913,-0.3176836,0.5423284,0.2120498,-0.2949919,0.5189757,-0.3124049,-0.3401162,0.5646942,0.2163314,-0.3083533,0.5147654,-0.3361003,-0.3620246,0.5606235,0.2210759,-0.3224229,0.5075114,-0.2940996,-0.3939148,0.5483875,0.2043352,-0.2652743,0.4913992,-0.2714007,-0.3225532,0.4560679,0.24477,-0.2643947,0.510147,-0.2994679,-0.3315192,0.4874052,0.25372,-0.2839959,0.5100231,-0.3070087,-0.3518123,0.4958954,0.2537755,-0.3039915,0.5105122,-0.3058055,-0.3712761,0.5033152,0.2508511,-0.3242227,0.512758,-0.2968249,-0.3912445,0.5036271,0.2291239,-0.2674509,0.5417244,-0.3031074,-0.3182251,0.5242628,0.2282632,-0.2905794,0.542239,-0.3192708,-0.3431553,0.5395252,0.226299,-0.3104347,0.5353907,-0.3246247,-0.3647107,0.5408194,0.2289682,-0.3265918,0.5245454,-0.2948171,-0.3918341,0.5316908,0.2186127,-0.2924107,0.4601199,-0.281373,-0.3676341,0.4351144,0.2243134,-0.3047214,0.4555482,-0.2859135,-0.3768565,0.4395816,0.2277293,-0.3117302,0.4560868,-0.2876692,-0.3846943,0.4416583,0.2320904,-0.3211805,0.4574051,-0.2897133,-0.3949844,0.4450564,0.2328903,-0.3302317,0.4583485,-0.2883869,-0.4036919,0.4474738,0.2244546,-0.3167231,0.4377931,-0.2877421,-0.3927842,0.4246151,No_action
0.2160849,-0.2935248,0.4976501,-0.3160309,-0.3575175,0.474591,0.1712261,-0.2631563,0.5460678,-0.2901905,-0.2838422,0.5031668,0.1821029,-0.2740763,0.518261,-0.2950233,-0.3061539,0.5559496,0.1864023,-0.2864133,0.5097924,-0.3192198,-0.3245167,0.5810863,0.1921384,-0.2976308,0.5052723,-0.3346038,-0.3492544,0.5868046,0.1977835,-0.308784,0.5040829,-0.3023171,-0.3714177,0.5649021,0.1697635,-0.2563011,0.5300497,-0.2917436,-0.2933954,0.4872049,0.1811327,-0.2720144,0.5348539,-0.3052945,-0.3049448,0.5451585,0.1821806,-0.2883499,0.5263841,-0.3273837,-0.3256443,0.5667778,0.1875859,-0.3015299,0.5230799,-0.3318126,-0.3502071,0.5697536,0.193513,-0.3156029,0.5167398,-0.3039726,-0.3727716,0.550808,0.1739988,-0.2604617,0.4968574,-0.2912675,-0.3101193,0.4597629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2760204,-0.3619975,0.4373592,0.2257597,-0.3000574,0.4622594,-0.2807993,-0.3710266,0.4419577,0.2293362,-0.3069734,0.4629578,-0.2827159,-0.3787807,0.4442152,0.2339044,-0.316296,0.4644867,-0.2849823,-0.3889354,0.4478362,0.2349075,-0.3253106,0.4655763,-0.2838337,-0.397585,0.4505211,0.2264648,-0.3123189,0.4446844,-0.2824751,-0.3872233,0.4272138,No_action
0.1940123,-0.2834069,0.511912,-0.3372999,-0.3444661,0.4790469,0.1475987,-0.2527214,0.5587403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131675,-0.2559074,0.5174853,-0.320766,-0.3170673,0.4890672,0.2234593,-0.274793,0.5188371,-0.328374,-0.337026,0.4976888,0.224867,-0.294689,0.5203695,-0.3259413,-0.356466,0.5051715,0.2232386,-0.3149728,0.5234665,-0.3181233,-0.3754812,0.5071895,0.1957577,-0.2589822,0.5480876,-0.3209518,-0.3050092,0.5270182,0.1970468,-0.2818133,0.5501069,-0.3360877,-0.3284323,0.5424312,0.1967818,-0.3021175,0.5441832,-0.3308928,-0.3520812,0.5469555,0.2010616,-0.318495,0.5342171,-0.3082916,-0.3725335,0.5346434,0.1916511,-0.2880931,0.4678007,-0.2962193,-0.3497611,0.4412574,0.1991889,-0.2951052,0.4706774,-0.3013828,-0.3585182,0.4459034,0.2031954,-0.30171,0.4719061,-0.3035342,-0.3661165,0.4483449,0.2083129,-0.3106026,0.4741364,-0.3061318,-0.3760474,0.4522114,0.2098767,-0.3194588,0.4757428,-0.3052597,-0.3846107,0.4552481,0.2016542,-0.3081481,0.453803,-0.3027743,-0.3750896,0.4315819,No_action
0.2038647,-0.2716608,0.5262667,-0.324238,-0.3395841,0.4856039,0.1572012,-0.2422188,0.5737474,-0.294475,-0.2725867,0.5168549,0.1683308,-0.2536544,0.5455405,-0.300841,-0.2921971,0.5573355,0.1734765,-0.265916,0.537302,-0.3325998,-0.3128687,0.5739582,0.1698251,-0.2879552,0.5187012,-0.3095797,-0.3406684,0.5549847,0.1757908,-0.2989464,0.5181297,-0.3105936,-0.3513729,0.552603,0.1464412,-0.2465235,0.5424077,-0.3068973,-0.2836832,0.4941952,0.1574435,-0.2616598,0.5475869,-0.3272485,-0.2925321,0.546816,0.1590952,-0.2782066,0.5394715,-0.3450406,-0.3113737,0.5630528,0.1649217,-0.2913234,0.5365066,-0.3261181,-0.3391651,0.5494874,0.1713104,-0.3054124,0.5308908,-0.3224767,-0.354113,0.5453012,0.1514158,-0.251447,0.5093886,-0.3041086,-0.3016346,0.4672664,0.1897651,-0.2453052,0.530547,-0.3387705,-0.3030521,0.4911489,0.2004071,-0.2639157,0.5327127,-0.3499981,-0.3214465,0.4987458,0.2021834,-0.283723,0.5348312,-0.3503544,-0.3408566,0.5064751,0.2008754,-0.3039226,0.5385275,-0.3467212,-0.3597731,0.511335,0.1714926,-0.2479067,0.5607249,-0.3419122,-0.2897552,0.5279177,0.1731586,-0.2705824,0.5633749,-0.3595043,-0.311096,0.540858,0.1734078,-0.2910304,0.5579171,-0.3477042,-0.3376165,0.5431836,0.1783403,-0.3075433,0.5486956,-0.3361861,-0.3550116,0.535405,0.1702967,-0.2793873,0.481343,-0.3113204,-0.3412538,0.4495202,0.1779089,-0.2861453,0.4845882,-0.3183759,-0.3489804,0.4534558,0.1820141,-0.2926199,0.4861078,-0.321955,-0.3560836,0.4557129,0.1872489,-0.3013257,0.4887235,-0.3265418,-0.3653572,0.4593679,0.1889533,-0.3100951,0.4906322,-0.32741,-0.3737792,0.4627783,0.1810933,-0.2995864,0.4681548,-0.3196186,-0.3659803,0.4396847,No_action
0.2053609,-0.26624,0.5334036,-0.3176438,-0.3416228,0.4853822,0.1560267,-0.237041,0.578613,-0.289894,-0.2729117,0.5149096,0.1686461,-0.2491582,0.5516405,-0.2924211,-0.2954833,0.5404122,0.1751757,-0.2610253,0.5426576,-0.30315,-0.3085042,0.5513482,0.182061,-0.2718413,0.53839,-0.2988058,-0.3268804,0.5480696,0.1882389,-0.2825884,0.5380366,-0.2907801,-0.3431562,0.5369122,0.1549648,-0.2308305,0.5623066,-0.2898676,-0.2791901,0.4978757,0.1665571,-0.2466885,0.5680903,-0.3067048,-0.2881273,0.5452658,0.1695969,-0.2630818,0.5588407,-0.3266583,-0.3072653,0.5630819,0.1752125,-0.2804284,0.5508603,-0.3136172,-0.3313887,0.5506392,0.1818325,-0.2943054,0.5451986,-0.3066341,-0.3475996,0.5465603,0.1605082,-0.2405397,0.5244187,-0.2914157,-0.2967426,0.472713,0.1989895,-0.2338169,0.5452726,-0.3259009,-0.2979917,0.4969761,0.2100662,-0.2522011,0.5471338,-0.3370179,-0.3162692,0.5050098,0.2123064,-0.2719761,0.5490565,-0.3374187,-0.3352471,0.5133134,0.2114651,-0.2922123,0.5526527,-0.3336003,-0.3541955,0.5184497,0.1805723,-0.2372464,0.5753122,-0.3299316,-0.2837982,0.5328794,0.1829703,-0.2597027,0.5778093,-0.3470289,-0.3052126,0.5451155,0.1837465,-0.2800279,0.5722482,-0.33642,-0.3292418,0.5487072,0.1889881,-0.2963445,0.5629684,-0.3243394,-0.3482051,0.5416468,0.1796868,-0.2679136,0.4960423,-0.2984807,-0.3367279,0.455763,0.1874818,-0.2745308,0.4991534,-0.3054444,-0.3444368,0.4598957,0.1917488,-0.280933,0.5005707,-0.3089508,-0.3515275,0.4623052,0.1972093,-0.2895452,0.503052,-0.3134385,-0.3607711,0.4661602,0.1991297,-0.298287,0.5048711,-0.3142156,-0.3691384,0.469724,0.1907772,-0.2877058,0.4826319,-0.3066953,-0.3616731,0.4464632,No_action
0.2033221,-0.2636281,0.5421344,-0.3113004,-0.3484225,0.481783,0.1521143,-0.2343236,0.5850338,-0.2836223,-0.279871,0.5118962,0.1658782,-0.2468517,0.5594163,-0.2856788,-0.3024381,0.5330114,0.1733711,-0.2583727,0.550024,-0.2966188,-0.3130318,0.5491288,0.1803112,-0.2692174,0.5456047,-0.2942652,-0.3320135,0.5472766,0.1864613,-0.2799463,0.5452876,-0.2886831,-0.3494976,0.5348163,0.1515087,-0.2279222,0.5688079,-0.283769,-0.2859747,0.4947868,0.1632403,-0.2445439,0.5758319,-0.2989943,-0.2945697,0.5400054,0.1667936,-0.2609004,0.5657842,-0.3120702,-0.3092166,0.5561268,0.1735021,-0.2735377,0.5625861,-0.3116743,-0.3293868,0.5545161,0.1808987,-0.2870694,0.5572416,-0.3003612,-0.3526395,0.5437921,0.1590131,-0.2331655,0.5364838,-0.2814197,-0.3038689,0.4675379,0.1959397,-0.2259444,0.5607485,-0.3144988,-0.3070272,0.4932856,0.2075069,-0.2439523,0.5631484,-0.3244387,-0.325337,0.5019884,0.2103283,-0.2636372,0.5649787,-0.3250831,-0.3436051,0.5109551,0.2097997,-0.2839525,0.5684862,-0.320033,-0.3631526,0.5156494,0.1757288,-0.2300595,0.5896469,-0.3181068,-0.2907109,0.5272725,0.1778803,-0.2530776,0.5910749,-0.3341895,-0.3092949,0.5407722,0.1796066,-0.2733992,0.5847831,-0.3322881,-0.3302808,0.5449255,0.1858342,-0.2894211,0.5757187,-0.3179579,-0.3544497,0.5395156,0.1808949,-0.2606714,0.5104707,-0.2870427,-0.3440837,0.4505482,0.1886976,-0.2670469,0.5141673,-0.2933293,-0.3522007,0.4549668,0.1931243,-0.2733261,0.5158801,-0.296287,-0.3594861,0.4574946,0.1987623,-0.2817711,0.5187376,-0.300027,-0.3689852,0.4615096,0.2008808,-0.2904337,0.520707,-0.3001359,-0.3773993,0.4650505,0.1935493,-0.2801601,0.4980054,-0.2943175,-0.3694383,0.4415846,No_action
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No_action
